,ID,Name,Other Name,Category,Score,TDSHV,Bookmarks,Reviews,LOD,Price Range,Location,Location 2,Address,URL
859,-r13433,增煇大排檔 & 增煇藝廚,,"['Hong Kong Style', 'Dai Pai Dong']",3.5,"['30', '30', '30', '30', '30']",17235,258 Reviews,"['124', '60', '35']",$101-200,Sham Shui Po,Sham Shui Po,"G/F, 31-33 Shek Kip Mei Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-%E5%A2%9E%E7%85%87%E5%A4%A7%E6%8E%92%E6%AA%94-%E5%A2%9E%E7%85%87%E8%97%9D%E5%BB%9A-sham-shui-po-hong-kong-style-r13433
860,r726241,Ppalli Ppalli (大南街),,"['Korean', 'Coffee Shop']",4,"['30', '40', '40', '40', '30']",5166,53 Reviews,"['33', '10', '4']",$51-100,Sham Shui Po,Sham Shui Po,"G/F, 230 Tai Nan Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-ppalli-ppalli-sham-shui-po-korean-r726241
861,r637592,篤篤船麵 (V Walk),Tuk Tuk Boat Noodle (V Walk),"['Thai', 'Noodles/Rice Noodles']",3.5,"['30', '30', '30', '30', '30']",2356,128 Reviews,"['67', '23', '17']",Below $50,Sham Shui Po,Sham Shui Po,"Shop 147, 2/F, V Walk, 28 Sham Mong Road, Sham Shui Po",https://www.openrice.com/en/hongkong/r-tuk-tuk-boat-noodle-sham-shui-po-thai-noodles-rice-noodles-r637592
862,r751168,Baker Talent,,"['Hong Kong Style', 'Singaporean', 'Bakery']",4.5,"['40', '40', '40', '40', '40']",507,47 Reviews,"['44', '1', '0']",Below $50,Sham Shui Po,Sham Shui Po,"G/F, Hip Hing Mansion, 158 Cheung Sha Wan Road, Sham Shui Po",https://www.openrice.com/en/hongkong/r-baker-talent-sham-shui-po-hong-kong-style-bakery-r751168
863,r711005,巴辣仔烤魚雞煲 (順年閣),BLZ Restaurant (Good Year Court),"['Sichuan', 'Hot Pot', 'Chicken Hot Pot']",4.5,"['40', '40', '40', '40', '40']",1807,42 Reviews,"['35', '1', '2']",$101-200,Sham Shui Po,Sham Shui Po,"Shop 2, G/F, Good Year Court, 55-61 Shun Ning Road, Sham Shui Po",https://www.openrice.com/en/hongkong/r-blz-restaurant-sham-shui-po-sichuan-chicken-hot-pot-r711005
864,r623395,魚鈁 (欽洲街),Fish Fran Restaurant (Yen Chow Street),"['Sichuan', 'Hot Pot', 'Seafood', 'Stir-Fry']",4,"['40', '30', '40', '30', '40']",5107,49 Reviews,"['35', '4', '0']",$101-200,Sham Shui Po,Sham Shui Po,"1/F, Milan Place, 58 Yen Chow Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-fish-fran-restaurant-sham-shui-po-sichuan-hot-pot-r623395
865,r631480,和平飯店 (V Walk),Peace Cuisine (V Walk),"['Shanghai', 'Stir-Fry', 'Salt & Sugar Reduction Restaurant']",3.5,"['30', '30', '30', '30', '30']",2252,91 Reviews,"['41', '19', '11']",$51-100,Sham Shui Po,Sham Shui Po,"Shop 26, 2/F, V Walk, 28 Sham Mong Road, Sham Shui Po",https://www.openrice.com/en/hongkong/r-peace-cuisine-sham-shui-po-shanghai-r631480
866,r513707,潮福蒸氣火鍋,,"['Guangdong', 'Hot Pot', 'Dim Sum', 'Steam Hotpot', 'Dim Sum Restaurant', 'Salt & Sugar Reduction Restaurant']",4,"['40', '30', '30', '30', '30']",2992,185 Reviews,"['151', '11', '6']",$201-400,Sham Shui Po,Sham Shui Po,"1/F, Golden Centre, 94 Yen Chow Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-%E6%BD%AE%E7%A6%8F%E8%92%B8%E6%B0%A3%E7%81%AB%E9%8D%8B-sham-shui-po-guangdong-hot-pot-r513707
867,r741232,Power Burger,,"['American', 'Hamburger', 'Pet Friendly']",4,"['40', '40', '40', '40', '30']",4290,35 Reviews,"['31', '0', '0']",$101-200,Sham Shui Po,Sham Shui Po,"G/F, 2K Wong Chuk Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-power-burger-sham-shui-po-american-hamburger-r741232
868,r578963,德豐打冷粉麵餐廳,Tak Fung Noodles Restaurant,"['Chiu Chow', 'Hong Kong Style', 'Noodles/Rice Noodles', 'Stir-Fry', 'Tea Restaurant']",4,"['40', '30', '40', '30', '40']",3225,153 Reviews,"['137', '5', '4']",$51-100,Sham Shui Po,Sham Shui Po,"Shop 145A & 147, G/F, Kweilin Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-tak-fung-noodles-restaurant-sham-shui-po-hong-kong-style-noodles-rice-noodles-r578963
869,r175605,嫲嫲辣辣 (福榮街),,['Sichuan'],3.5,"['30', '30', '30', '30', '30']",8903,171 Reviews,"['88', '30', '16']",$51-100,Sham Shui Po,Sham Shui Po,"G/F, 105 Fuk Wing Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-%E5%AB%B2%E5%AB%B2%E8%BE%A3%E8%BE%A3-sham-shui-po-sichuan-r175605
870,r673945,1968 Bistro (汝州街),,"['Western', 'International', 'Pizza', 'Steak House', 'Coffee Shop']",4,"['30', '40', '40', '40', '40']",4518,35 Reviews,"['28', '2', '0']",$51-100,Sham Shui Po,Sham Shui Po,"G/F, 200 Yu Chau Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-1968-bistro-sham-shui-po-western-pizza-r673945
871,r632091,牛角日本燒肉專門店 (V Walk),Gyu-Kaku (V Walk),"['Japanese', 'Roast Meat', 'Salt & Sugar Reduction Restaurant']",4,"['40', '40', '30', '40', '30']",3273,57 Reviews,"['33', '9', '1']",$201-400,Sham Shui Po,Sham Shui Po,"Shop 116A, 2/F, V Walk, 28 Sham Mong Road, Sham Shui Po",https://www.openrice.com/en/hongkong/r-gyu-kaku-sham-shui-po-japanese-roast-meat-r632091
872,r502077,華,Hana Soft Cream,"['Western', 'Ice Cream/yogurt']",4,"['40', '30', '30', '30', '30']",3059,79 Reviews,"['42', '13', '1']",Below $50,Sham Shui Po,Sham Shui Po,"Shop 628A, 6/F, Dragon Centre, 37 Yen Chow Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-hana-soft-cream-sham-shui-po-western-ice-cream-yogurt-r502077
873,r736118,星味坊烘焙專門店,Starssy Square Bakery,"['Hong Kong Style', 'Bakery', 'Cake']",4,"['30', '30', '30', '30', '30']",5920,63 Reviews,"['26', '12', '5']",Below $50,Sham Shui Po,Sham Shui Po,"G/F, 149 Un Chau Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-starssy-square-bakery-sham-shui-po-hong-kong-style-bakery-r736118
874,r612513,上海萬家村小館,Shanghai Man Ka Chuen Restaurant,"['Shanghai', 'Stir-Fry']",4,"['40', '30', '40', '30', '40']",3344,75 Reviews,"['45', '8', '1']",Below $50,Sham Shui Po,Sham Shui Po,"G/F, 117 Fuk Wing Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-shanghai-man-ka-chuen-restaurant-sham-shui-po-shanghai-r612513
875,r627068,天下茶屋 (福榮街),Tengachaya (Fuk Wing Street),"['Japanese', 'Curry', 'Udon']",4,"['30', '40', '30', '40', '30']",2773,126 Reviews,"['74', '18', '5']",$51-100,Sham Shui Po,Sham Shui Po,"G/F, 118 Fuk Wing Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-tengachaya-sham-shui-po-japanese-curry-r627068
876,r730146,阿佳拌麵,,"['Taiwan', 'Noodles/Rice Noodles']",4.5,"['40', '40', '40', '40', '40']",208,44 Reviews,"['43', '0', '0']",Below $50,Sham Shui Po,Sham Shui Po,"Shop 8F77-79, 8/F, Dragon Centre, 37 Yen Chow Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-%E9%98%BF%E4%BD%B3%E6%8B%8C%E9%BA%B5-sham-shui-po-taiwan-noodles-rice-noodles-r730146
877,r538956,新香園,Sun Hang Yuen,"['Hong Kong Style', 'Tea Restaurant']",4,"['30', '30', '30', '30', '30']",4514,98 Reviews,"['47', '21', '5']",Below $50,Sham Shui Po,Sham Shui Po,"G/F, 186 Yu Chau Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-sun-hang-yuen-sham-shui-po-hong-kong-style-r538956
878,r752387,炙燒 @ Romanne Leisure Food Concept (荔枝角道),,"['International', 'Roast Meat', 'Korean BBQ']",4.5,"['40', '40', '40', '40', '40']",651,55 Reviews,"['48', '0', '0']",$101-200,Sham Shui Po,Sham Shui Po,"G/F, 309 Lai Chi Kok Road, Sham Shui Po",https://www.openrice.com/en/hongkong/r-%E7%82%99%E7%87%92-romanne-leisure-food-concept-sham-shui-po-international-korean-bbq-r752387
879,r681282,凱日宴會廳,Heyday Cuisine,"['Guangdong', 'Dim Sum Restaurant']",4,"['40', '40', '40', '40', '30']",498,41 Reviews,"['32', '3', '1']",$51-100,Sham Shui Po,Sham Shui Po,"Shop 701, 7/F, Dragon Centre, 37 Yen Chow Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-heyday-cuisine-sham-shui-po-guangdong-r681282
880,r494669,喇沙專門店,,"['Singaporean', 'Noodles/Rice Noodles']",4,"['40', '30', '30', '30', '40']",3115,68 Reviews,"['44', '10', '0']",Below $50,Sham Shui Po,Sham Shui Po,"Shop 10, 8/F, Dragon Centre, 37 Yen Chow Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-%E5%96%87%E6%B2%99%E5%B0%88%E9%96%80%E5%BA%97-sham-shui-po-singaporean-noodles-rice-noodles-r494669
881,r583044,標記樂園潮州粉麵餐廳,Biu Kee Lok Yuen Chiu Chau Noodles Restaurant,"['Hong Kong Style', 'Noodles/Rice Noodles', 'Sandwich']",4.5,"['40', '30', '40', '40', '40']",3686,80 Reviews,"['72', '1', '0']",Below $50,Sham Shui Po,Sham Shui Po,"G/F, 149 Fuk Wa Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-biu-kee-lok-yuen-chiu-chau-noodles-restaurant-sham-shui-po-hong-kong-style-noodles-rice-noodles-r583044
882,r719224,黑窗里,Black Window,"['International', 'Vegetarian']",4.5,"['40', '40', '40', '40', '40']",3297,28 Reviews,"['21', '1', '1']",Below $50,Sham Shui Po,Sham Shui Po,"G/F, Man On Building, 79-85 Tai Po Road, Sham Shui Po",https://www.openrice.com/en/hongkong/r-black-window-sham-shui-po-international-vegetarian-r719224
883,r666555,PRESS THE BUTTON coffee stand,,"['Western', 'Coffee Shop']",4,"['40', '30', '40', '40', '30']",4908,36 Reviews,"['26', '5', '0']",Below $50,Sham Shui Po,Sham Shui Po,"G/F, 132A Ki Lung Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-press-the-button-coffee-stand-sham-shui-po-western-r666555
884,r658825,夜館,Yoru,"['Japanese', 'Skewer', 'Izakaya']",4.5,"['40', '40', '40', '40', '40']",2149,56 Reviews,"['43', '2', '0']",$201-400,Sham Shui Po,Sham Shui Po,"Shop 4, G/F, 54 Cheung Sha Wan Road, Sham Shui Po",https://www.openrice.com/en/hongkong/r-yoru-sham-shui-po-japanese-skewer-r658825
885,r664012,基隆茶餐廳,,"['Hong Kong Style', 'Tea Restaurant']",4,"['40', '30', '40', '40', '40']",2068,48 Reviews,"['30', '2', '3']",Below $50,Sham Shui Po,Sham Shui Po,"G/F, 141 Pei Ho Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-%E5%9F%BA%E9%9A%86%E8%8C%B6%E9%A4%90%E5%BB%B3-sham-shui-po-hong-kong-style-r664012
886,r715293,越式越好味,Pho Lotus Vietnamese Cuisine,"['Vietnamese', 'International']",4,"['40', '30', '40', '40', '40']",593,36 Reviews,"['32', '1', '2']",Below $50,Sham Shui Po,Sham Shui Po,"G/F, Lung Fung Building, 131-133 Un Chau Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-pho-lotus-vietnamese-cuisine-sham-shui-po-international-r715293
887,r735192,ohm... Cafe and Bar,,"['International', 'Coffee Shop', 'Bar', 'Theme Restaurant', 'Celebrity Shop']",4.5,"['40', '40', '40', '40', '40']",1618,35 Reviews,"['28', '2', '1']",$101-200,Sham Shui Po,Sham Shui Po,"G/F, 152 Yu Chau Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-ohm-cafe-and-bar-sham-shui-po-international-r735192
888,r669714,蕃廚,KC Zenzero,"['International', 'Food Court']",4.5,"['40', '30', '40', '40', '40']",1344,38 Reviews,"['22', '1', '1']",$51-100,Sham Shui Po,Sham Shui Po,"Shop 57, Food Court, 8/F, Dragon Centre, 37 Yen Chow Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-kc-zenzero-sham-shui-po-international-r669714
889,r631494,檸檬冰室 (汝州街),Lemon Cafe (Yu Chau Street),"['Hong Kong Style', 'Tea Restaurant']",3.5,"['30', '30', '30', '30', '30']",792,61 Reviews,"['28', '17', '3']",Below $50,Sham Shui Po,Sham Shui Po,"G/F, 264-266 Yu Chau Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-lemon-cafe-sham-shui-po-hong-kong-style-r631494
890,r655827,Baker Talent,,"['Hong Kong Style', 'Singaporean', 'Bakery']",4,"['40', '40', '40', '40', '40']",653,38 Reviews,"['35', '0', '0']",Below $50,Sham Shui Po,Sham Shui Po,"Shop 3, G/F, Lai Kok Shopping Centre Market, 12 Tonkin Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-baker-talent-sham-shui-po-hong-kong-style-bakery-r655827
891,r715799,加點茶,Plus Tea,"['Taiwan', 'Taiwanese Drink']",4.5,"['40', '40', '40', '40', '40']",253,30 Reviews,"['28', '0', '0']",Below $50,Sham Shui Po,Sham Shui Po,"Shop 5K385-386, Apple Mall, 5/F, Dragon Centre, 37K Yen Chow Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-plus-tea-sham-shui-po-taiwan-taiwanese-drink-r715799
892,r563490,Dog99 Coffee,,"['Western', 'Coffee Shop']",4,"['40', '30', '40', '30', '30']",6151,42 Reviews,"['25', '4', '1']",Below $50,Sham Shui Po,Sham Shui Po,"G/F, 23 Fuk Wing Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-dog99-coffee-sham-shui-po-western-r563490
893,r707028,Kt's Factory,,"['Western', 'Cake']",4,"['40', '30', '40', '40', '30']",559,27 Reviews,"['21', '3', '1']",$51-100,Sham Shui Po,Sham Shui Po,"Shop 7163 & 7165, 7/F, Dragon Centre, 37 Yen Chow Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-kts-factory-sham-shui-po-western-cake-r707028
894,r611478,琦興餐廳,,"['Hong Kong Style', 'Tea Restaurant']",3.5,"['30', '30', '30', '30', '30']",3068,47 Reviews,"['25', '6', '4']",Below $50,Sham Shui Po,Sham Shui Po,"G/F, 294 Tung Chau Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-%E7%90%A6%E8%88%88%E9%A4%90%E5%BB%B3-sham-shui-po-hong-kong-style-r611478
895,-r10922,雲南風味過橋小鍋米綫,Yunnan Style,"['Yunnan', 'Noodles/Rice Noodles']",3.5,"['30', '20', '20', '20', '30']",7378,303 Reviews,"['157', '62', '38']",Below $50,Sham Shui Po,Sham Shui Po,"G/F, Yuan On Building, 134 Camp Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-yunnan-style-sham-shui-po-yunnan-noodles-rice-noodles-r10922
896,r669791,經典古早味蛋糕,Class Work,"['Taiwan', 'Cake']",4,"['40', '40', '40', '40', '40']",785,43 Reviews,"['37', '0', '0']",$51-100,Sham Shui Po,Sham Shui Po,"G/F, 126 Fuk Wing Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-class-work-sham-shui-po-taiwan-cake-r669791
897,r754658,點小館 X 旺旺烤活魚,Dim Sum Daily,"['Guangdong', 'Hong Kong Style', 'Hot Pot', 'Dim Sum']",4.5,"['40', '40', '40', '40', '40']",395,32 Reviews,"['31', '0', '0']",$101-200,Sham Shui Po,Sham Shui Po,"G/F, Maison Rosé, 270 Cheung Sha Wan Road, Sham Shui Po",https://www.openrice.com/en/hongkong/r-dim-sum-daily-sham-shui-po-hong-kong-style-hot-pot-r754658
898,-r20172,劉森記麵家 (褔榮街),Lau Sum Kee Noodle (Fuk Wing Street),"['Hong Kong Style', 'Noodles/Rice Noodles']",3.5,"['30', '30', '30', '30', '30']",5951,251 Reviews,"['148', '63', '16']",Below $50,Sham Shui Po,Sham Shui Po,"G/F, 80 Fuk Wing Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-lau-sum-kee-noodle-sham-shui-po-hong-kong-style-noodles-rice-noodles-r20172
899,r697176,朝陽軒,,"['Sichuan', 'Thai', 'Tea Restaurant']",4.5,"['40', '30', '40', '40', '40']",1187,31 Reviews,"['27', '0', '0']",$51-100,Sham Shui Po,Sham Shui Po,"G/F, 240 Yu Chau Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-%E6%9C%9D%E9%99%BD%E8%BB%92-sham-shui-po-thai-r697176
900,r755889,回憶客棧 (富臨門大廈),Memory House (Furama Building),"['Hong Kong Style', 'Wine', 'Skewer']",4.5,"['40', '40', '40', '40', '40']",191,32 Reviews,"['30', '0', '0']",$101-200,Sham Shui Po,Sham Shui Po,"G/F, Furama Building, 9-15 Castle Peak Road, Sham Shui Po",https://www.openrice.com/en/hongkong/r-memory-house-sham-shui-po-hong-kong-style-wine-r755889
901,r681219,有鑊氣-酸菜魚 (醫局街),Yau Wok Hei (Yee Kuk Street),"['Guangdong', 'Sichuan', 'Stir-Fry']",4,"['40', '30', '30', '30', '30']",4205,40 Reviews,"['20', '4', '2']",$101-200,Sham Shui Po,Sham Shui Po,"G/F, 174 Yee Kuk Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-yau-wok-hei-sham-shui-po-sichuan-r681219
902,r729915,圓圓小姐 (西九龍中心),LadyBoBo (Dragon Centre),"['Taiwan', 'Taiwanese Drink']",4.5,"['40', '30', '40', '40', '40']",433,27 Reviews,"['26', '0', '0']",Below $50,Sham Shui Po,Sham Shui Po,"Shop 80-83, 8/F, Dragon Centre, 37 Yen Chow Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-ladybobo-sham-shui-po-taiwan-taiwanese-drink-r729915
903,-r98669,利星火鍋海鮮小炒,,"['Hong Kong Style', 'Chinese BBQ', 'Stir-Fry', 'Seafood Restaurant']",4,"['40', '30', '30', '30', '30']",9240,147 Reviews,"['103', '12', '3']",$101-200,Sham Shui Po,Sham Shui Po,"G/F, 151 Fuk Wa Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-%E5%88%A9%E6%98%9F%E7%81%AB%E9%8D%8B%E6%B5%B7%E9%AE%AE%E5%B0%8F%E7%82%92-sham-shui-po-hong-kong-style-chinese-bbq-r98669
904,-r13114,小菜王,Siu Choi Wong,"['Hong Kong Style', 'Dai Pai Dong']",3.5,"['30', '20', '30', '30', '30']",7834,221 Reviews,"['114', '56', '26']",$101-200,Sham Shui Po,Sham Shui Po,"43 Fuk Wing Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-siu-choi-wong-sham-shui-po-hong-kong-style-r13114
905,r716876,鉄板郎,Teppanro,"['Japanese', 'Teppanyaki']",4.5,"['40', '40', '40', '40', '40']",847,29 Reviews,"['27', '0', '0']",$51-100,Sham Shui Po,Sham Shui Po,"G/F, 128 Camp Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-teppanro-sham-shui-po-japanese-teppanyaki-r716876
906,r642223,佳美去骨海南雞,Ka Mei,['Hong Kong Style'],4,"['40', '30', '40', '40', '40']",822,54 Reviews,"['51', '2', '1']",$51-100,Sham Shui Po,Sham Shui Po,"G/F, 120 Fuk Wa Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-ka-mei-sham-shui-po-hong-kong-style-r642223
907,r657058,串串貢,Skewer King,"['Sichuan', 'Japanese', 'Hot Pot', 'Noodles/Rice Noodles', 'Buffet']",4,"['40', '40', '40', '40', '40']",3181,72 Reviews,"['49', '4', '3']",$201-400,Sham Shui Po,Sham Shui Po,"1/F, Court Regence, 18G Un Chau Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-skewer-king-sham-shui-po-japanese-hot-pot-r657058
908,r637072,囍八方餃子麵館,Hei Baat Fong,"['Guangdong', 'Shanghai', 'Wonton/Dumpling']",4,"['40', '30', '30', '30', '40']",2806,38 Reviews,"['24', '3', '0']",Below $50,Sham Shui Po,Sham Shui Po,"Shop B, G/F, Tai Tak Building, 298 Ki Lung Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-hei-baat-fong-sham-shui-po-guangdong-wonton-dumpling-r637072
909,r736645,C2 Lab,,['Western'],4.5,"['40', '40', '40', '40', '40']",555,38 Reviews,"['32', '0', '0']",$101-200,Sham Shui Po,Sham Shui Po,"G/F, 157 Fuk Wing Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-c2-lab-sham-shui-po-western-r736645
910,r603271,炙,Aburi,"['Japanese', 'Sushi/Sashimi']",4,"['40', '30', '30', '30', '40']",3484,34 Reviews,"['25', '2', '1']",$101-200,Sham Shui Po,Sham Shui Po,"G/F, Tak Po Building, 49 Yen Chow Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-aburi-sham-shui-po-japanese-sushi-sashimi-r603271
911,r682949,星爺車仔麵,Sing Ye Noodle,"['Hong Kong Style', 'Food Stall Noodles']",4,"['40', '40', '40', '40', '40']",561,31 Reviews,"['25', '0', '2']",Below $50,Sham Shui Po,Sham Shui Po,"Shop B, G/F, Chiat Hing Building, 213-217 Yu Chau Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-sing-ye-noodle-sham-shui-po-hong-kong-style-food-stall-noodles-r682949
912,r174665,韓日燒,,"['Korean', 'Japanese', 'Hot Pot', 'Sushi/Sashimi', 'Korean BBQ']",3.5,"['30', '30', '30', '30', '40']",3637,122 Reviews,"['71', '20', '5']",$101-200,Sham Shui Po,Sham Shui Po,"Shop 612-613, 6/F, Dragon Centre, 37 Yen Chow Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-%E9%9F%93%E6%97%A5%E7%87%92-sham-shui-po-japanese-korean-bbq-r174665
913,r724858,桂月,Gwai3 Jyut6,"['Western', 'Coffee Shop', 'Bar']",4.5,"['40', '40', '40', '40', '40']",841,32 Reviews,"['30', '0', '0']",$51-100,Sham Shui Po,Sham Shui Po,"G/F, 75 Yu Chau Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-gwai3-jyut6-sham-shui-po-western-r724858
914,r606085,C2 Kitchen,,"['Western', 'Pizza', 'Coffee Shop']",3.5,"['30', '30', '30', '30', '30']",4073,65 Reviews,"['33', '12', '9']",$51-100,Sham Shui Po,Sham Shui Po,"Shop 1, G/F, Po On Court, 1 Po On Road, Sham Shui Po",https://www.openrice.com/en/hongkong/r-c2-kitchen-sham-shui-po-western-pizza-r606085
915,r637788,囍越 (V Walk),What The Pho (V Walk),['Vietnamese'],4,"['30', '40', '30', '40', '30']",2090,55 Reviews,"['30', '7', '3']",$101-200,Sham Shui Po,Sham Shui Po,"Shop 107, 2/F, V Walk, 28 Sham Mong Road, Sham Shui Po",https://www.openrice.com/en/hongkong/r-what-the-pho-sham-shui-po-vietnamese-r637788
916,m-r9994,中央飯店,Central Restaurant,"['Guangdong', 'Dim Sum', 'Stir-Fry']",3.5,"['30', '20', '30', '20', '30']",5087,121 Reviews,"['82', '22', '6']",$51-100,Sham Shui Po,Sham Shui Po,"G/F, Tung Lo Court, 140 Tai Po Road, Sham Shui Po",https://www.openrice.com/en/hongkong/r-central-restaurant-sham-shui-po-guangdong-dim-sum-r9994
917,r635617,Bugis@叻沙・海南雞飯,,"['Singaporean', 'Salt & Sugar Reduction Restaurant']",4,"['30', '30', '30', '30', '30']",923,69 Reviews,"['44', '14', '2']",$51-100,Sham Shui Po,Sham Shui Po,"Shop 50-51, 2/F, V Walk, 28 Sham Mong Road, Sham Shui Po",https://www.openrice.com/en/hongkong/r-bugis-%E5%8F%BB%E6%B2%99%E3%83%BB%E6%B5%B7%E5%8D%97%E9%9B%9E%E9%A3%AF-sham-shui-po-singaporean-r635617
918,r114555,89,,"['Hong Kong Style', 'Noodles/Rice Noodles', 'Wonton/Dumpling', 'Food Court']",4,"['40', '30', '40', '30', '40']",1288,51 Reviews,"['36', '3', '0']",Below $50,Sham Shui Po,Sham Shui Po,"Shop 9, 8/F, Food Court, Dragon Centre, 37K Yen Chow Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-89-sham-shui-po-hong-kong-style-noodles-rice-noodles-r114555
919,r721043,Starssy Café (元州街),,"['Hong Kong Style', 'Western', 'Cake', 'Coffee Shop']",4,"['30', '40', '30', '40', '30']",1819,33 Reviews,"['19', '6', '3']",$51-100,Sham Shui Po,Sham Shui Po,"G/F, 153 Un Chau Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-starssy-cafe-sham-shui-po-western-cake-r721043
920,-r11560,飛鷹餐廳,,"['Western', 'Steak House', 'Nostalgic']",3,"['30', '20', '20', '20', '30']",5504,300 Reviews,"['94', '91', '59']",$51-100,Sham Shui Po,Sham Shui Po,"258 Lai Chi Kok Road, Sham Shui Po",https://www.openrice.com/en/hongkong/r-%E9%A3%9B%E9%B7%B9%E9%A4%90%E5%BB%B3-sham-shui-po-western-r11560
921,r638441,密密燒,Man Man Grill,"['Hong Kong Style', 'BBQ', 'Skewer']",3.5,"['30', '30', '30', '30', '30']",5196,32 Reviews,"['16', '7', '2']",$201-400,Sham Shui Po,Sham Shui Po,"G/F, 50 Tonkin Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-man-man-grill-sham-shui-po-hong-kong-style-bbq-r638441
922,r686560,E Delicious Cafe Restaurant,E Delicious Cafe Restaurant,"['French', 'Western', 'International', 'Fine Dining', 'Steak House', 'Coffee Shop', 'Hotel Restaurant']",4,"['30', '30', '30', '30', '40']",1497,26 Reviews,"['19', '3', '1']",$101-200,Sham Shui Po,Sham Shui Po,"G/F, 185-187 Pei Ho Street, Sham Shui Po",https://www.openrice.com/en/hongkong/r-e-delicious-cafe-restaurant-sham-shui-po-western-fine-dining-r686560
923,r631473,牛涮鍋もっと,Mou Mou Motto,"['Japanese', 'Hot Pot']",4,"['40', '30', '40', '40', '40']",1369,35 Reviews,"['25', '2', '0']",$201-400,Sham Shui Po,Sham Shui Po,"Shop 116B, 2/F, V Walk, 28 Sham Mong Road, Sham Shui Po",https://www.openrice.com/en/hongkong/r-mou-mou-motto-sham-shui-po-japanese-hot-pot-r631473
924,r627777,半島漁港/阿翁火鍋館,Peninsula Cuisine / Ah Yung Hotpot Cuisine,"['Guangdong', 'Hot Pot']",3.5,"['30', '30', '30', '30', '30']",1606,63 Reviews,"['30', '10', '9']",$201-400,Sham Shui Po,Sham Shui Po,"Shop F102, 1/F, Nam Cheong Place, Nam Cheong Estate, 19 Sai Chuen Road, Sham Shui Po",https://www.openrice.com/en/hongkong/r-peninsula-cuisine-ah-yung-hotpot-cuisine-sham-shui-po-guangdong-hot-pot-r627777
925,r145684,新聚寶素食,Tresure Vegetarina Restaurant,"['Guangdong', 'Vegetarian', 'Stir-Fry', 'Food Wise Eateries']",4,"['40', '30', '40', '30', '40']",1484,51 Reviews,"['41', '5', '1']",$101-200,Sham Shui Po,Sham Shui Po,"Shop 85, G/F., Man On Building, 79-85 Tai Po Road, Sham Shui Po",https://www.openrice.com/en/hongkong/r-tresure-vegetarina-restaurant-sham-shui-po-guangdong-vegetarian-r145684
