,ID,Name,Other Name,Category,Score,TDSHV,Bookmarks,Reviews,LOD,Price Range,Location,Location 2,Address,URL
342,r166581,J's Petite Kitchen,,"['Italian', 'Western Restaurant']",3.5,"['30', '30', '30', '30', '30']",868,38 Reviews,"['15', '12', '3']",$51-100,Lai Chi Kok,Lai Chi Kok,"Shop 115, Cheung Sha Wan Plaza, 833 Cheung Sha Wan Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-js-petite-kitchen-lai-chi-kok-italian-r166581
343,r757185,米串咀,Day Day Chill,"['Sichuan', 'Snack Shop & Deli']",4,"['30', '40', '40', '40', '30']",116,21 Reviews,"['13', '0', '4']",$51-100,Lai Chi Kok,Lai Chi Kok,"Shop A2F, G/F, Block A, Hong Kong Industrial Centre, 489-491 Castle Peak Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-day-day-chill-lai-chi-kok-sichuan-r757185
344,r519528,FOODBOX,,"['Western', 'Sandwich', 'Hamburger', 'Salad']",4,"['40', '30', '30', '40', '30']",803,22 Reviews,"['15', '1', '1']",$51-100,Lai Chi Kok,Lai Chi Kok,"Shop 102, 1/F, D2 Place One, 9 Cheung Yee Street, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-foodbox-lai-chi-kok-western-salad-r519528
345,r573031,Home‧焙小日子 (D2 Place),,"['International', 'Cake']",4,"['30', '40', '40', '40', '30']",827,17 Reviews,"['8', '1', '1']",$101-200,Lai Chi Kok,Lai Chi Kok,"Shop 305, 3/F, D2 Place TWO, 15 Cheung Shun Street, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-home-%E7%84%99%E5%B0%8F%E6%97%A5%E5%AD%90-lai-chi-kok-international-cake-r573031
346,-r89915,CoCo壹番屋 (碧海藍天),CoCo Ichibanya (Aqua Marine),"['Japanese', 'Curry']",3.5,"['30', '30', '30', '30', '30']",1122,49 Reviews,"['23', '17', '2']",$51-100,Lai Chi Kok,Lai Chi Kok,"Shop L008, G/F, Aeon, Aquamarine, Sham Shing Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-coco-ichibanya-lai-chi-kok-japanese-curry-r89915
347,-r17657,星巴克咖啡,Starbucks Coffee,"['American', 'Salad', 'Cake', 'Coffee Shop']",3.5,"['30', '30', '30', '30', '30']",643,41 Reviews,"['22', '6', '3']",Below $50,Lai Chi Kok,Lai Chi Kok,"G09B2 & G09B4, G/F, Cheung Sha Wan Plaza, 833 Cheung Sha Wan Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-starbucks-coffee-lai-chi-kok-american-salad-r17657
348,r630279,叁拾士多,30 Store,['International'],4.5,"['40', '40', '40', '40', '40']",815,7 Reviews,"['6', '0', '0']",Below $50,Lai Chi Kok,Lai Chi Kok,"Shop 10A, 1/F, Elite Industrial Centre, 833 Cheung Sha Wan Street, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-30-store-lai-chi-kok-international-r630279
349,-r15568,Jazz Cafe,,['Western'],3.5,"['30', '30', '30', '30', '30']",729,43 Reviews,"['18', '9', '6']",$51-100,Lai Chi Kok,Lai Chi Kok,"2/F, 794 Cheung Sha Wan Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-jazz-cafe-lai-chi-kok-western-r15568
350,r648609,譚仔三哥米線,TamJai SamGor,"['Yunnan', 'Noodles/Rice Noodles', 'Food Wise Eateries']",3.5,"['30', '30', '30', '30', '30']",830,15 Reviews,"['4', '2', '1']",Below $50,Lai Chi Kok,Lai Chi Kok,"Shop 309, 3/F, D2 Place One, 9 Cheung Yee Street, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-tamjai-samgor-lai-chi-kok-yunnan-noodles-rice-noodles-r648609
351,r585525,香港608冰室 (青山道),HK 608 Cafe (Castle Peak Road),"['Hong Kong Style', 'Tea Restaurant']",3.5,"['30', '30', '30', '30', '30']",605,27 Reviews,"['11', '3', '4']",Below $50,Lai Chi Kok,Lai Chi Kok,"G/F, 608 Castle Peak Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-hk-608-cafe-lai-chi-kok-hong-kong-style-r585525
352,r633625,圓味道,The Hoop,"['Hong Kong Style', 'Tea Restaurant', 'Food Wise Eateries']",4.5,"['40', '40', '40', '40', '40']",988,29 Reviews,"['18', '2', '1']",$51-100,Lai Chi Kok,Lai Chi Kok,"Shop G1-2, G/F, Peninsula Tower, 538 Castle Peak Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-the-hoop-lai-chi-kok-hong-kong-style-r633625
353,r759939,連文記大排檔,,"['Guangdong', 'Hong Kong Style', 'Noodles/Rice Noodles', 'Dai Pai Dong', 'Nostalgic']",4,"['40', '30', '30', '30', '40']",63,6 Reviews,"['5', '0', '0']",$51-100,Lai Chi Kok,Lai Chi Kok,"Shop A, B/F, Fast Industrial Building, 658 Castle Peak Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-%E9%80%A3%E6%96%87%E8%A8%98%E5%A4%A7%E6%8E%92%E6%AA%94-lai-chi-kok-hong-kong-style-noodles-rice-noodles-r759939
354,r579026,GOLFZON Club & Dining,,"['Italian', 'Western', 'Fine Dining', 'Bar', 'Club House']",4,"['40', '40', '30', '40', '40']",629,14 Reviews,"['6', '2', '0']",$51-100,Lai Chi Kok,Lai Chi Kok,"Shop114-1271/F, D2 Place ONE, 9 Cheung Yee Street, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-golfzon-club-dining-lai-chi-kok-western-fine-dining-r579026
355,r650950,Subway,,"['Western', 'Sandwich', 'Fast Food']",4,"['40', '30', '40', '30', '40']",329,8 Reviews,"['4', '0', '0']",$51-100,Lai Chi Kok,Lai Chi Kok,"Shop 2, G/F, Sing Shun Centre, 495 Castle Peak Road,, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-subway-lai-chi-kok-western-sandwich-r650950
356,r656664,茶角落,Potterbell,"['Hong Kong Style', 'Taiwanese Drink', 'Tea House']",4.5,"['40', '40', '40', '40', '30']",321,8 Reviews,"['5', '0', '0']",Below $50,Lai Chi Kok,Lai Chi Kok,"Shop A5B, G/F, Hong Kong Industrial Centre Block A, 489-491 Castle Peak Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-potterbell-lai-chi-kok-hong-kong-style-taiwanese-drink-r656664
357,r526933,上海姥姥,Shanghai Lao Lao,"['Shanghai', 'Ramen', 'Meatless Menu', 'Stir-Fry']",3.5,"['30', '30', '30', '30', '30']",896,41 Reviews,"['13', '12', '3']",$51-100,Lai Chi Kok,Lai Chi Kok,"Shop 25-27, 2/F, The Pacifica, 9 Sham Shing Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-shanghai-lao-lao-lai-chi-kok-shanghai-meatless-menu-r526933
358,r674999,港佬車仔麵,,"['Hong Kong Style', 'Food Stall Noodles']",4,"['40', '20', '30', '30', '30']",731,16 Reviews,"['7', '1', '2']",Below $50,Lai Chi Kok,Lai Chi Kok,"Shop 6-A8, G/F, Elite Industrial Centre, 883 Cheung Sha Wan Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-%E6%B8%AF%E4%BD%AC%E8%BB%8A%E4%BB%94%E9%BA%B5-lai-chi-kok-hong-kong-style-food-stall-noodles-r674999
359,r747367,侍元,,"['Japanese', 'Ramen']",4.5,"['40', '40', '40', '40', '40']",52,4 Reviews,"['4', '0', '0']",$51-100,Lai Chi Kok,Lai Chi Kok,"Shop 7-8, 2/F, The Pacifica Mall, The Pacifica, 9 Sham Shing Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-%E4%BE%8D%E5%85%83-lai-chi-kok-japanese-ramen-r747367
360,r513054,名門壹號,Supreme WB,"['Guangdong', 'Dim Sum Restaurant']",3,"['30', '30', '30', '30', '30']",1230,26 Reviews,"['7', '10', '4']",$101-200,Lai Chi Kok,Lai Chi Kok,"Shop 80-86, 2/F, The Pacifica Tower, 9 Sham Shing Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-supreme-wb-lai-chi-kok-guangdong-r513054
361,r664737,薩莉亞意式餐廳 (碧海藍天),Saizeriya Italian Restaurant (Aqua Marine),"['Italian', 'Pizza']",3.5,"['30', '30', '30', '30', '40']",1679,6 Reviews,"['4', '0', '0']",$51-100,Lai Chi Kok,Lai Chi Kok,"Shop L006, 1/F, AEON, Aquamarine, 8 Sham Shing Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-saizeriya-italian-restaurant-lai-chi-kok-italian-pizza-r664737
362,r684921,飲食男女,CATERING MAN,['Western'],3.5,"['30', '30', '30', '30', '20']",184,10 Reviews,"['4', '2', '0']",$51-100,Lai Chi Kok,Lai Chi Kok,"Shop A G/F Trendy Centre 682 Castle Peak Road,, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-catering-man-lai-chi-kok-western-r684921
363,r752182,阿鴻台式料理,Hung's Boxed Meal,"['Taiwan', 'Taiwanese Drink', 'Vegetarian', 'Snack Shop & Deli']",4.5,"['40', '40', '40', '40', '40']",217,8 Reviews,"['5', '0', '0']",Below $50,Lai Chi Kok,Lai Chi Kok,"Shop 1C, G/F, Elite Industrial Centre, 883 Cheung Sha Wan Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-hungs-boxed-meal-lai-chi-kok-taiwan-vegetarian-r752182
364,r608412,2+2 Coffee,,"['Western', 'Coffee Shop']",4,"['40', '30', '40', '40', '30']",428,13 Reviews,"['6', '2', '1']",Below $50,Lai Chi Kok,Lai Chi Kok,"Shop A5A, G/F, Block A, Hong Kong Industrial Centre, 489-491 Castle Peak Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-2-2-coffee-lai-chi-kok-western-r608412
365,r530360,Food Monster,,"['International', 'Wine', 'Seafood', 'Sushi/Sashimi']",4.5,"['40', '40', '40', '40', '40']",447,11 Reviews,"['8', '0', '0']",$51-100,Lai Chi Kok,Lai Chi Kok,"Flat 13B, 1/F, Elite Industrial Centre, 883 Cheung Sha Wan Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-food-monster-lai-chi-kok-international-wine-r530360
366,r521630,原味家作,Original Taste Workshop,"['Hong Kong Style', 'Soup', 'Snack Shop & Deli']",4,"['40', '30', '30', '40', '40']",192,10 Reviews,"['7', '0', '0']",$51-100,Lai Chi Kok,Lai Chi Kok,"Shop 221A, 2/F, Cheung Sha Wan Plaza, 833 Cheung Sha Wan Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-original-taste-workshop-lai-chi-kok-hong-kong-style-soup-r521630
367,r175143,Grove Sandwiches,,"['Western', 'Sandwich', 'Meatless Menu', 'Fast Food', 'Coffee Shop', 'Food Wise Eateries']",3.5,"['30', '30', '30', '30', '30']",597,32 Reviews,"['11', '10', '6']",Below $50,Lai Chi Kok,Lai Chi Kok,"Unit G09B3, G/F, Cheung Sha Wan Plaza, 833 Cheung Sha Wan Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-grove-sandwiches-lai-chi-kok-western-meatless-menu-r175143
368,r440692,苡喬餐廳,E.Q Restaurant,"['British', 'Western', 'Seafood', 'Curry', 'Food Wise Eateries']",3.5,"['30', '30', '40', '30', '30']",865,23 Reviews,"['15', '4', '1']",$51-100,Lai Chi Kok,Lai Chi Kok,"G/F, 526 Castle Peak Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-e-q-restaurant-lai-chi-kok-western-curry-r440692
369,e-r9816,奇華小廚,Kee Wah Restaurant,"['Hong Kong Style', 'Tea Restaurant', 'Food Wise Eateries']",3,"['30', '20', '20', '30', '30']",335,48 Reviews,"['18', '8', '7']",$51-100,Lai Chi Kok,Lai Chi Kok,"G/F, Kee Wah Industrial Bldg, 666 Castle Peak Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-kee-wah-restaurant-lai-chi-kok-hong-kong-style-r9816
370,-r15169,翠豪園餐廳,Tsui Ho Yuen Restaurant,"['Hong Kong Style', 'Tea Restaurant', 'Food Wise Eateries']",3,"['30', '30', '30', '30', '30']",681,42 Reviews,"['10', '13', '14']",$51-100,Lai Chi Kok,Lai Chi Kok,"Shop G01C, G/F, Cheung Sha Wan Plaza, 833 Cheung Sha Wan Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-tsui-ho-yuen-restaurant-lai-chi-kok-hong-kong-style-r15169
371,r701130,Rings Coffee,,"['Western', 'Coffee Shop']",N/A,[],1092,N/A,"['1', '1', '0']",Below $50,Lai Chi Kok,Lai Chi Kok,"Kiosk 9, 4/F, D2 Place One, 9 Cheung Yee Street, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-rings-coffee-lai-chi-kok-western-r701130
372,-r20539,祥景茶餐廳,,"['Hong Kong Style', 'Tea Restaurant']",3,"['30', '30', '30', '20', '30']",272,29 Reviews,"['8', '8', '3']",Below $50,Lai Chi Kok,Lai Chi Kok,荔枝角深旺道海麗商場地下,https://www.openrice.com/en/hongkong/r-%E7%A5%A5%E6%99%AF%E8%8C%B6%E9%A4%90%E5%BB%B3-lai-chi-kok-hong-kong-style-r20539
373,r607088,ABC Drink & Snack,,"['Hong Kong Style', 'Snack Shop & Deli']",4.5,"['40', '40', '40', '40', '40']",140,7 Reviews,"['5', '0', '0']",Below $50,Lai Chi Kok,Lai Chi Kok,"Shop C2-9, G/F, Block C, Hong Kong Industrial Centre, 489-491 Castle Peak Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-abc-drink-snack-lai-chi-kok-hong-kong-style-r607088
374,r696227,荷里活冰室,Hollywood Cafe,"['Hong Kong Style', 'Tea Restaurant']",4,"['40', '30', '30', '40', '30']",127,5 Reviews,"['3', '1', '0']",$51-100,Lai Chi Kok,Lai Chi Kok,"Shop 1, G/F, 873 Lai Chi Kok Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-hollywood-cafe-lai-chi-kok-hong-kong-style-r696227
375,r591835,清玉 (香港工業中心),KingYo (Hong Kong Industrial Centre),"['Taiwan', 'Taiwanese Drink', 'Salt & Sugar Reduction Restaurant']",3.5,"['30', '30', '30', '30', '30']",822,9 Reviews,"['2', '2', '0']",Below $50,Lai Chi Kok,Lai Chi Kok,"Shop A2-D, G/F, Hong Kong Industrial Centre Block A, 489 Castle Peak Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-kingyo-lai-chi-kok-taiwan-taiwanese-drink-r591835
376,r714675,茶匠 (荔枝角),Chashou (Lai Chi Kok),"['Taiwan', 'Taiwanese Drink']",3.5,"['30', '30', '30', '30', '30']",256,14 Reviews,"['3', '3', '2']",Below $50,Lai Chi Kok,Lai Chi Kok,"Shop 202, G/F, Wing Kut Industrial Building, 608 Castle Peak Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-chashou-lai-chi-kok-taiwan-taiwanese-drink-r714675
377,-r38215,匯城,The City Café,"['Hong Kong Style', 'Food Wise Eateries']",3,"['30', '20', '30', '30', '30']",281,27 Reviews,"['6', '13', '2']",Below $50,Lai Chi Kok,Lai Chi Kok,"Shop 7, G/F, Elite Industrial Centre, 883 Cheung Sha Wan Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-the-city-cafe-lai-chi-kok-hong-kong-style-r38215
378,r533834,永記車仔麵,Wing Kee Cart Noodles,"['Hong Kong Style', 'Food Stall Noodles']",3.5,"['30', '30', '30', '30', '30']",641,17 Reviews,"['7', '3', '2']",Below $50,Lai Chi Kok,Lai Chi Kok,"Shop A, G/F, Mackenny Centre, 660 Castle Peak Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-wing-kee-cart-noodles-lai-chi-kok-hong-kong-style-food-stall-noodles-r533834
379,-r46297,越南牛肉粉專門店,Pho Tai,['Vietnamese'],3,"['20', '30', '20', '30', '20']",1072,101 Reviews,"['16', '28', '28']",$51-100,Lai Chi Kok,Lai Chi Kok,"Shop 9, G/F, The Industrial Centre, 883 Cheung Sha Wan Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-pho-tai-lai-chi-kok-vietnamese-r46297
380,r688747,佳信記,KaiSeonKee,"['Hong Kong Style', 'Taiwan', 'Dessert', 'Sweet Soup', 'Online Shop/ Food Distributor']",4.5,"['50', '40', '40', '40', '50']",113,3 Reviews,"['3', '0', '0']",$51-100,Lai Chi Kok,Lai Chi Kok,"Room 16, 6/F, Elite Industrial Centr, 883 Cheung Sha Wan Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-kaiseonkee-lai-chi-kok-hong-kong-style-dessert-r688747
381,r515327,東海堂 (宇晴匯),Arome Bakery (The Pacifica Mall),"['Western', 'Bakery']",3.5,"['30', '30', '30', '30', '30']",312,27 Reviews,"['9', '7', '0']",Below $50,Lai Chi Kok,Lai Chi Kok,"Shop 9, 2/F, The Pacifica, 9 Sham Shing Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-arome-bakery-lai-chi-kok-western-bakery-r515327
382,r718662,春芳號 (昌隆工業大廈),Chun Fun How (Cheung Lung Industrial Building),"['Taiwan', 'Taiwanese Drink']",4,"['40', '30', '40', '40', '40']",790,8 Reviews,"['2', '1', '0']",Below $50,Lai Chi Kok,Lai Chi Kok,"Shop 3B3, G/F, Cheung Lung Industrial Building, 10 Cheung Yee Street, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-chun-fun-how-lai-chi-kok-taiwan-taiwanese-drink-r718662
383,-r33827,太平洋咖啡,Pacific Coffee,"['American', 'Salad', 'Cake', 'Coffee Shop']",3.5,"['30', '40', '30', '40', '30']",280,19 Reviews,"['12', '3', '0']",Below $50,Lai Chi Kok,Lai Chi Kok,"Shop 04-05, G/F, Manhattan Hill, 1 Po Lun Street, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-pacific-coffee-lai-chi-kok-american-salad-r33827
384,r169380,Oceanus 生蠔環球高級食材,,"['International', 'Seafood', 'Sushi/Sashimi', 'Online Shop/ Food Distributor']",4,"['40', '30', '40', '40', '40']",769,7 Reviews,"['4', '1', '0']",$51-100,Lai Chi Kok,Lai Chi Kok,"Room 11, 5/F, Elite Industrial Centre, 883 Cheung Sha Wan Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-oceanus-%E7%94%9F%E8%A0%94%E7%92%B0%E7%90%83%E9%AB%98%E7%B4%9A%E9%A3%9F%E6%9D%90-lai-chi-kok-international-seafood-r169380
385,r520791,湯加,Soup Plus,"['Hong Kong Style', 'Soup', 'Salt & Sugar Reduction Restaurant']",3,"['30', '30', '30', '30', '20']",301,24 Reviews,"['7', '8', '2']",$51-100,Lai Chi Kok,Lai Chi Kok,"Shop 32, 1/F, Banyan Mall, 863 Lai Chi Kok Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-soup-plus-lai-chi-kok-hong-kong-style-soup-r520791
386,r125307,八方雲集鍋貼水餃專門店 (碧海藍天),Bafang Dumpling (Aqua Marine),"['Taiwan', 'Wonton/Dumpling', 'Fast Food']",3.5,"['30', '20', '30', '30', '30']",1568,18 Reviews,"['6', '6', '1']",Below $50,Lai Chi Kok,Lai Chi Kok,"Shop L009, G/F, Aeon, Aquamarine, 8 Sham Shing Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-bafang-dumpling-lai-chi-kok-taiwan-wonton-dumpling-r125307
387,r175066,喜兆年酒家,,"['Guangdong', 'Hot Pot', 'Fine Dried Seafood', 'Stir-Fry', 'Dim Sum Restaurant']",3,"['30', '30', '30', '30', '30']",192,13 Reviews,"['5', '3', '0']",$101-200,Lai Chi Kok,Lai Chi Kok,"Shop 105, 1/F, Hoi Lai Shopping Centre, Hoi Lai Estate, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-%E5%96%9C%E5%85%86%E5%B9%B4%E9%85%92%E5%AE%B6-lai-chi-kok-guangdong-hot-pot-r175066
388,r568885,蛋撻王餅店 (泓景滙商場),King Bakery (Banyan Mall),"['Hong Kong Style', 'Bakery']",3.5,"['40', '30', '30', '30', '30']",174,7 Reviews,"['3', '0', '0']",Below $50,Lai Chi Kok,Lai Chi Kok,"Shop 15, 1/F, Banyan Mall, 863 Lai Chi Kok Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-king-bakery-lai-chi-kok-hong-kong-style-bakery-r568885
389,r475166,MX (昇悅居商場),,"['Hong Kong Style', 'Fast Food']",3,"['20', '30', '30', '30', '30']",644,20 Reviews,"['8', '3', '2']",Below $50,Lai Chi Kok,Lai Chi Kok,"Shop 123, 1/F, Liberte Place, Liberte, 833 Lai Chi Kok Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-mx-lai-chi-kok-hong-kong-style-r475166
390,r612387,mom & pop,,"['Hong Kong Style', 'Vegetarian', 'Juice']",4,"['40', '30', '30', '30', '30']",213,8 Reviews,"['2', '2', '0']",Below $50,Lai Chi Kok,Lai Chi Kok,"Shop V1, G/F, D2 Place TWO, 15 Cheung Shun Street, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-mom-pop-lai-chi-kok-hong-kong-style-juice-r612387
391,r695609,泰.夯蝦,Thai BBQ Shrimp,['Thai'],3.5,"['30', '30', '30', '30', '50']",368,4 Reviews,"['2', '1', '1']",$201-400,Lai Chi Kok,Lai Chi Kok,"Shop C8, 4/F, Block C, Hong Kong Industrial Centre, 489-491 Castle Peak Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-thai-bbq-shrimp-lai-chi-kok-thai-r695609
392,r709259,日光烘焙,Daily Bread,"['Hong Kong Style', 'Bakery']",3.5,"['30', '30', '40', '40', '30']",349,3 Reviews,"['2', '1', '0']",Below $50,Lai Chi Kok,Lai Chi Kok,"Shop 8, G/F, Wing Gut Industrial Building, 608 Castle Peak Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-daily-bread-lai-chi-kok-hong-kong-style-bakery-r709259
393,-r18269,君臨宴會廳,King's Fortune Banquet Hall,"['Guangdong', 'Dim Sum', 'Dim Sum Restaurant']",3.5,"['30', '30', '20', '30', '30']",701,34 Reviews,"['14', '7', '7']",$101-200,Lai Chi Kok,Lai Chi Kok,"Shop 18, 1/F, Phase 1, Banyan Mall, 863 Lai Chi Kok Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-kings-fortune-banquet-hall-lai-chi-kok-guangdong-dim-sum-r18269
394,r695005,若男冰室,,"['Hong Kong Style', 'Tea Restaurant']",5,"['40', '40', '40', '40', '50']",173,5 Reviews,"['2', '0', '0']",Below $50,Lai Chi Kok,Lai Chi Kok,"Shop 1, G/F, Trust Centre, 912-914 Cheung Sha Wan Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-%E8%8B%A5%E7%94%B7%E5%86%B0%E5%AE%A4-lai-chi-kok-hong-kong-style-r695005
395,y-r9245,美心西餅,Maxim's Cake Shop,"['Hong Kong Style', 'Bakery']",3.5,"['30', '30', '30', '30', '30']",79,40 Reviews,"['21', '9', '2']",Below $50,Lai Chi Kok,Lai Chi Kok,"Shop LCK 11, Lai Chi Kok MTR Station, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-maxims-cake-shop-lai-chi-kok-hong-kong-style-bakery-r9245
396,r623945,四季餐廳,Seasons Cafe,"['Hong Kong Style', 'Tea Restaurant']",3,"['30', '30', '20', '20', '20']",147,24 Reviews,"['4', '1', '5']",Below $50,Lai Chi Kok,Lai Chi Kok,"Shop 20, G/F, Hoi Lai Shopping Centre, 100 Sham Mong Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-seasons-cafe-lai-chi-kok-hong-kong-style-r623945
397,r763756,Belly Soul,,['International'],N/A,[],200,N/A,"['1', '0', '0']",$51-100,Lai Chi Kok,Lai Chi Kok,"Shop 311, 3/F, Cheung Sha Wan Plaza, 833 Cheung Sha Wan Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-belly-soul-lai-chi-kok-international-r763756
398,r656636,華御結,Hana-Musubi,"['Japanese', 'Sushi/Sashimi']",3.5,"['30', '30', '30', '30', '30']",66,3 Reviews,"['2', '0', '0']",Below $50,Lai Chi Kok,Lai Chi Kok,"Shop LCK 15, Lai Chi Kok MTR Station, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-hana-musubi-lai-chi-kok-japanese-sushi-sashimi-r656636
399,r523229,大家樂,Café de Coral,"['Hong Kong Style', 'Fast Food', 'Salt & Sugar Reduction Restaurant']",3.5,"['30', '30', '30', '30', '30']",167,18 Reviews,"['4', '4', '2']",$51-100,Lai Chi Kok,Lai Chi Kok,"Shop 105B-109B, 1/F, Cheung Sha Wan Plaza, 833 Cheung Sha Wan Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-cafe-de-coral-lai-chi-kok-hong-kong-style-r523229
400,r109458,肯德基家鄉雞 (KFC),Kentucky Fried Chicken,"['American', 'Fast Food']",3,"['30', '30', '20', '30', '30']",288,32 Reviews,"['9', '9', '3']",Below $50,Lai Chi Kok,Lai Chi Kok,"Shop 212-215, 2/F, Cheung Sha Wan Plaza, 833 Cheung Sha Wan Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-kentucky-fried-chicken-lai-chi-kok-american-r109458
401,r479479,魚米,Yu Mai Noodles Restaurant,"['Hong Kong Style', 'Noodles/Rice Noodles', 'Food Wise Eateries', 'Salt & Sugar Reduction Restaurant']",3,"['30', '20', '20', '20', '30']",267,25 Reviews,"['5', '9', '4']",$51-100,Lai Chi Kok,Lai Chi Kok,"Shop 11-12A, 1/F, Banyan Mall, 863 Lai Chi Kok Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-yu-mai-noodles-restaurant-lai-chi-kok-hong-kong-style-noodles-rice-noodles-r479479
402,r506038,星藝廚坊,Orion Kitchen,"['Guangdong', 'Hong Kong Style', 'Hot Pot', 'Seafood', 'Stir-Fry']",3,"['30', '30', '30', '30', '30']",359,20 Reviews,"['6', '6', '4']",$101-200,Lai Chi Kok,Lai Chi Kok,"Shop 3, G/F, Kowloon Plaza, 485 Castle Peak Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-orion-kitchen-lai-chi-kok-hong-kong-style-hot-pot-r506038
403,r763784,溫莎堡,Winsor Cafe,"['Hong Kong Style', 'Tea Restaurant']",4.5,"['40', '40', '40', '40', '50']",15,6 Reviews,"['5', '0', '0']",$51-100,Lai Chi Kok,Lai Chi Kok,"Shop A2A& A4E, G/F, Block A, Hong Kong Industrial Centre, 489-491 Castle Peak Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-winsor-cafe-lai-chi-kok-hong-kong-style-r763784
404,r722692,伽興美食,,"['Hong Kong Style', 'Tea Restaurant']",4,"['40', '30', '40', '40', '40']",42,5 Reviews,"['2', '0', '0']",Below $50,Lai Chi Kok,Lai Chi Kok,"Shop B, G/F, Mackenny Centre, 660 Castle Peak Road, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-%E4%BC%BD%E8%88%88%E7%BE%8E%E9%A3%9F-lai-chi-kok-hong-kong-style-r722692
405,r661257,爭鮮外帶壽司,Sushi Take-Out,"['Japanese', 'Sushi/Sashimi']",4,"['30', '30', '30', '30', '40']",48,4 Reviews,"['2', '1', '0']",Below $50,Lai Chi Kok,Lai Chi Kok,"Shop LCK17, Lai Chi Kok MTR Station, Lai Chi Kok",https://www.openrice.com/en/hongkong/r-sushi-take-out-lai-chi-kok-japanese-sushi-sashimi-r661257
